"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []"
4.636,0.985018724694675,-0.125728889338081
4.637,0.985015817486739,-0.125752092913817
4.638,0.985012908619229,-0.125775288462498
4.639,0.985009998084054,-0.125798475945151
4.64,0.985007085885408,-0.125821655281529
4.641,0.985004171984283,-0.125844826866875
4.642,0.98500125639378,-0.125867990467358
4.643,0.984998339124879,-0.125891146036837
4.644,0.984995420144784,-0.125914293765277
4.645,0.984992499454352,-0.125937433674226
4.646,0.98498957705539,-0.125960565676917
4.647,0.98498665295448,-0.125983689730545
4.648,0.984983727109186,-0.12600680610602
4.649,0.984980799543677,-0.126029914553631
4.65,0.984977870228115,-0.126053015413862
4.651,0.984974939175494,-0.126076108434387
4.652,0.984972006382554,-0.126099193682186
4.653,0.984969071835918,-0.126122271180503
4.654,0.984966135531244,-0.126145341006948
4.655,0.984963197455921,-0.126168403182288
4.656,0.984960257610269,-0.126191457684963
4.657,0.98495731598117,-0.126214504567434
4.658,0.984954372577118,-0.126237543792125
4.659,0.984951427388342,-0.126260575378026
4.66,0.984948480397805,-0.126283599413011
4.661,0.984945531617931,-0.126306615784673
4.662,0.984942581000956,-0.126329624850116
4.663,0.984939628601224,-0.126352626177398
4.664,0.984936674353885,-0.126375620154847
4.665,0.984933718283034,-0.126398606695684
4.666,0.984930760396601,-0.126421585614652
4.667,0.984927800660602,-0.126444557155811
4.668,0.984924839084599,-0.126467521247082
4.669,0.984921875663299,-0.126490477874715
4.67,0.984918910367681,-0.126513427229607
4.671,0.98491594323223,-0.126536369079835
4.672,0.98491297422302,-0.12655930359808
4.673,0.984910003318541,-0.126582230907398
4.674,0.98490703052606,-0.126605150963798
4.675,0.984904055851245,-0.126628063680378
4.676,0.984901079340886,-0.126650968681204
4.677,0.984898100832305,-0.126673867118802
4.678,0.984895120466491,-0.126696758033137
