Freq [GHz],"dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'","dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'"
3.457,-6.763409116,-6.944170255,-14.50626018,-3.948932924,-1.736155539,-1.15985756,-1.630133029,-4.000083966,-2.7831947,-2.41977883,-2.174709425,-4.877284867,-2.386281777,-3.485386982,-2.71890228,,,,,,,,,,,,,,,
3.458,-6.774335685,-6.95524854,-14.49560323,-3.947243338,-1.735968472,-1.159946484,-1.633709846,-3.984651655,-2.789198153,-2.418797752,-2.167572784,-4.85163414,-2.389265057,-3.478782319,-2.711598407,,,,,,,,,,,,,,,
3.459,-6.785253662,-6.96631843,-14.4849707,-3.945553254,-1.735777082,-1.160032722,-1.637345235,-3.969350127,-2.795191047,-2.417824619,-2.160495161,-4.826147596,-2.392342754,-3.472128567,-2.704392769,,,,,,,,,,,,,,,
3.46,-6.796163058,-6.977379942,-14.47436452,-3.943862603,-1.735581322,-1.160116259,-1.641040025,-3.954177849,-2.801173263,-2.416859049,-2.153476026,-4.800825476,-2.395514266,-3.465425795,-2.69728411,,,,,,,,,,,,,,,
3.461,-6.807063885,-6.988433095,-14.46378659,-3.942171319,-1.735381148,-1.16019708,-1.644795026,-3.939133309,-2.807144681,-2.41590067,-2.146514858,-4.775667963,-2.398778984,-3.458674077,-2.690271195,,,,,,,,,,,,,,,
3.462,-6.817956159,-6.999477909,-14.45323882,-3.940479337,-1.735176516,-1.160275169,-1.648611036,-3.924215016,-2.813105183,-2.414949111,-2.139611142,-4.750675176,-2.402136288,-3.451873493,-2.683352802,,,,,,,,,,,,,,,
3.463,-6.828839898,-7.010514406,-14.44272308,-3.93878659,-1.734967383,-1.16035051,-1.652488835,-3.9094215,-2.819054653,-2.414004008,-2.132764367,-4.725847182,-2.405585554,-3.44502413,-2.676527725,,,,,,,,,,,,,,,
3.464,-6.83971512,-7.021542608,-14.43224122,-3.937093012,-1.734753705,-1.160423089,-1.65642919,-3.89475131,-2.824992975,-2.413065002,-2.125974032,-4.701183988,-2.409126149,-3.438126081,-2.669794775,,,,,,,,,,,,,,,
3.465,-6.85058185,-7.03256254,-14.42179509,-3.935398539,-1.734535439,-1.160492889,-1.660432853,-3.880203017,-2.830920035,-2.41213174,-2.119239637,-4.676685553,-2.412757429,-3.431179446,-2.66315278,,,,,,,,,,,,,,,
3.466,-6.861440113,-7.043574229,-14.41138652,-3.933703104,-1.734312544,-1.160559897,-1.66450056,-3.865775211,-2.836835718,-2.411203873,-2.112560694,-4.652351782,-2.416478745,-3.42418433,-2.65660058,,,,,,,,,,,,,,,
3.467,-6.872289935,-7.054577701,-14.4010173,-3.932006644,-1.734084978,-1.160624096,-1.668633037,-3.8514665,-2.842739912,-2.410281058,-2.105936715,-4.628182532,-2.420289439,-3.417140846,-2.650137036,,,,,,,,,,,,,,,
3.468,-6.883131347,-7.065572986,-14.39068922,-3.930309095,-1.7338527,-1.160685472,-1.672830994,-3.837275511,-2.848632507,-2.409362955,-2.099367222,-4.604177616,-2.424188844,-3.410049115,-2.64376102,,,,,,,,,,,,,,,
3.469,-6.893964383,-7.076560115,-14.38040406,-3.928610392,-1.73361567,-1.160744009,-1.677095128,-3.823200893,-2.854513392,-2.408449233,-2.092851742,-4.580336801,-2.428176284,-3.402909262,-2.637471423,,,,,,,,,,,,,,,
3.47,-6.904789078,-7.08753912,-14.37016357,-3.926910473,-1.733373848,-1.160799694,-1.681426125,-3.80924131,-2.860382458,-2.407539562,-2.086389805,-4.55665981,-2.432251076,-3.39572142,-2.631267149,,,,,,,,,,,,,,,
3.471,-6.915605471,-7.098510035,-14.35996947,-3.925209273,-1.733127194,-1.16085251,-1.685824658,-3.795395444,-2.866239597,-2.40663362,-2.079980949,-4.533146327,-2.436412528,-3.388485731,-2.625147119,,,,,,,,,,,,,,,
3.472,-6.926413602,-7.109472894,-14.3498235,-3.923506729,-1.732875671,-1.160902445,-1.690291389,-3.781661997,-2.872084702,-2.405731089,-2.073624717,-4.509795998,-2.440659937,-3.381202341,-2.619110269,,,,,,,,,,,,,,,
3.473,-6.937213515,-7.120427736,-14.33972734,-3.921802781,-1.732619239,-1.160949482,-1.694826969,-3.768039687,-2.877917668,-2.404831656,-2.067320658,-4.486608431,-2.444992595,-3.373871407,-2.613155549,,,,,,,,,,,,,,,
3.474,-6.948005256,-7.131374597,-14.32968269,-3.920097364,-1.732357862,-1.160993607,-1.699432038,-3.754527248,-2.883738389,-2.403935012,-2.061068325,-4.463583198,-2.449409783,-3.366493089,-2.607281926,,,,,,,,,,,,,,,
3.475,-6.958788876,-7.14231352,-14.31969119,-3.918390418,-1.732091502,-1.161034806,-1.704107227,-3.741123435,-2.889546763,-2.403040855,-2.054867277,-4.440719838,-2.453910772,-3.35906756,-2.60148838,,,,,,,,,,,,,,,
3.476,-6.969564426,-7.153244544,-14.3097545,-3.916681882,-1.731820122,-1.161073064,-1.708853155,-3.727827014,-2.895342687,-2.402148887,-2.048717078,-4.418017859,-2.458494826,-3.351594996,-2.595773908,,,,,,,,,,,,,,,
3.477,-6.980331961,-7.164167714,-14.29987425,-3.914971693,-1.731543687,-1.161108368,-1.713670433,-3.714636771,-2.90112606,-2.401258814,-2.042617297,-4.395476736,-2.463161199,-3.344075583,-2.590137518,,,,,,,,,,,,,,,
3.478,-6.991091539,-7.175083074,-14.29005203,-3.913259791,-1.731262162,-1.161140703,-1.718559665,-3.701551509,-2.906896782,-2.400370348,-2.036567508,-4.373095917,-2.467909136,-3.336509514,-2.584578238,,,,,,,,,,,,,,,
3.479,-7.001843221,-7.185990671,-14.28028945,-3.911546115,-1.730975511,-1.161170055,-1.723521445,-3.688570042,-2.912654753,-2.399483207,-2.03056729,-4.350874821,-2.472737874,-3.328896991,-2.579095105,,,,,,,,,,,,,,,
3.48,-7.012587071,-7.196890554,-14.27058806,-3.909830607,-1.7306837,-1.16119641,-1.728556359,-3.675691204,-2.918399875,-2.398597111,-2.024616227,-4.328812843,-2.477646639,-3.321238225,-2.573687173,,,,,,,,,,,,,,,
3.481,-7.023323155,-7.207782771,-14.26094943,-3.908113205,-1.730386696,-1.161219754,-1.733664987,-3.662913844,-2.924132053,-2.397711788,-2.018713908,-4.306909352,-2.482634648,-3.313533432,-2.568353512,,,,,,,,,,,,,,,
3.482,-7.034051543,-7.218667374,-14.25137509,-3.906393851,-1.730084466,-1.161240073,-1.738847902,-3.650236822,-2.92985119,-2.396826969,-2.012859925,-4.285163693,-2.48770111,-3.305782839,-2.563093202,,,,,,,,,,,,,,,
3.483,-7.044772309,-7.229544416,-14.24186655,-3.904672485,-1.729776976,-1.161257354,-1.744105669,-3.637659018,-2.935557191,-2.395942389,-2.007053878,-4.263575189,-2.492845223,-3.297986682,-2.55790534,,,,,,,,,,,,,,,
3.484,-7.055485527,-7.240413953,-14.23242531,-3.902949049,-1.729464195,-1.161271583,-1.74943885,-3.625179324,-2.941249964,-2.39505779,-2.001295367,-4.242143143,-2.498066177,-3.290145204,-2.552789036,,,,,,,,,,,,,,,
3.485,-7.066191276,-7.25127604,-14.22305284,-3.901223484,-1.729146091,-1.161282747,-1.754847999,-3.612796645,-2.946929416,-2.394172918,-1.995584002,-4.220866837,-2.503363153,-3.282258658,-2.547743413,,,,,,,,,,,,,,,
3.486,-7.07688964,-7.262130736,-14.21375059,-3.899495733,-1.728822633,-1.161290832,-1.760333667,-3.600509903,-2.952595455,-2.393287524,-1.989919391,-4.199745537,-2.50873532,-3.274327304,-2.542767608,,,,,,,,,,,,,,,
3.487,-7.087580702,-7.272978101,-14.20452002,-3.897765737,-1.728493792,-1.161295825,-1.765896401,-3.588318031,-2.958247992,-2.392401362,-1.984301153,-4.178778488,-2.51418184,-3.266351415,-2.537860771,,,,,,,,,,,,,,,
3.488,-7.098264551,-7.283818195,-14.19536252,-3.89603344,-1.728159537,-1.161297713,-1.771536741,-3.576219978,-2.963886938,-2.391514193,-1.978728906,-4.157964922,-2.519701865,-3.258331269,-2.533022068,,,,,,,,,,,,,,,
3.489,-7.108941278,-7.294651082,-14.18627949,-3.894298784,-1.727819839,-1.161296482,-1.777255228,-3.564214706,-2.969512205,-2.390625781,-1.973202275,-4.137304053,-2.525294537,-3.250267155,-2.528250673,,,,,,,,,,,,,,,
3.49,-7.11961098,-7.305476827,-14.17727232,-3.892561713,-1.727474669,-1.16129212,-1.783052396,-3.552301189,-2.975123706,-2.389735897,-1.967720888,-4.116795083,-2.530958989,-3.242159372,-2.523545778,,,,,,,,,,,,,,,
3.491,-7.130273752,-7.316295497,-14.16834235,-3.89082217,-1.727123999,-1.161284614,-1.78892878,-3.540478414,-2.980721355,-2.388844314,-1.962284378,-4.096437198,-2.536694343,-3.234008229,-2.518906585,,,,,,,,,,,,,,,
3.492,-7.140929697,-7.32710716,-14.15949092,-3.8890801,-1.726767802,-1.161273952,-1.794884909,-3.528745383,-2.986305069,-2.387950812,-1.956892381,-4.076229575,-2.542499713,-3.225814043,-2.514332309,,,,,,,,,,,,,,,
3.493,-7.151578919,-7.337911887,-14.15071934,-3.887335446,-1.72640605,-1.16126012,-1.800921314,-3.517101108,-2.991874763,-2.387055173,-1.951544537,-4.056171376,-2.548374205,-3.217577141,-2.50982218,,,,,,,,,,,,,,,
3.494,-7.162221526,-7.348709748,-14.1420289,-3.885588154,-1.726038718,-1.161243106,-1.807038522,-3.505544615,-2.997430356,-2.386157187,-1.946240492,-4.036261755,-2.554316911,-3.209297863,-2.505375436,,,,,,,,,,,,,,,
3.495,-7.17285763,-7.359500817,-14.13342086,-3.883838169,-1.725665778,-1.161222897,-1.813237062,-3.494074942,-3.002971766,-2.385256645,-1.940979892,-4.016499855,-2.560326917,-3.200976555,-2.500991332,,,,,,,,,,,,,,,
3.496,-7.183487345,-7.370285171,-14.12489647,-3.882085436,-1.725287207,-1.161199482,-1.81951746,-3.482691138,-3.008498914,-2.384353345,-1.935762391,-3.99688481,-2.566403299,-3.192613577,-2.496669133,,,,,,,,,,,,,,,
3.497,-7.194110789,-7.381062885,-14.11645695,-3.8803299,-1.724902978,-1.161172849,-1.825880243,-3.471392265,-3.01401172,-2.38344709,-1.930587643,-3.977415747,-2.572545122,-3.184209296,-2.492408115,,,,,,,,,,,,,,,
3.498,-7.204728084,-7.39183404,-14.1081035,-3.878571509,-1.724513069,-1.161142985,-1.83232594,-3.460177396,-3.019510108,-2.382537685,-1.925455307,-3.958091784,-2.578751443,-3.175764092,-2.488207567,,,,,,,,,,,,,,,
3.499,-7.215339355,-7.402598715,-14.09983729,-3.876810207,-1.724117454,-1.161109878,-1.838855079,-3.449045616,-3.024993999,-2.381624942,-1.920365048,-3.938912033,-2.585021309,-3.167278356,-2.484066791,,,,,,,,,,,,,,,
3.5,-7.22594473,-7.413356993,-14.09165947,-3.875045943,-1.723716111,-1.161073516,-1.845468189,-3.437996021,-3.03046332,-2.380708676,-1.91531653,-3.9198756,-2.591353757,-3.158752488,-2.479985098,,,,,,,,,,,,,,,
3.501,-7.236544342,-7.424108959,-14.08357118,-3.873278663,-1.723309018,-1.161033888,-1.852165803,-3.427027717,-3.035917994,-2.379788708,-1.910309424,-3.900981585,-2.597747816,-3.1501869,-2.475961814,,,,,,,,,,,,,,,
3.502,-7.247138325,-7.434854698,-14.0755735,-3.871508315,-1.722896151,-1.160990983,-1.858948453,-3.416139823,-3.04135795,-2.378864861,-1.905343402,-3.882229085,-2.604202503,-3.141582015,-2.471996272,,,,,,,,,,,,,,,
3.503,-7.25772682,-7.445594298,-14.06766751,-3.869734845,-1.722477491,-1.160944789,-1.865816676,-3.405331468,-3.046783115,-2.377936966,-1.900418142,-3.86361719,-2.610716828,-3.132938268,-2.46808782,,,,,,,,,,,,,,,
3.504,-7.268309969,-7.45632785,-14.05985426,-3.867958204,-1.722053015,-1.160895294,-1.872771011,-3.394601791,-3.052193419,-2.377004855,-1.895533323,-3.84514499,-2.617289791,-3.124256105,-2.464235815,,,,,,,,,,,,,,,
3.505,-7.278887918,-7.467055445,-14.05213477,-3.866178338,-1.721622704,-1.160842487,-1.879811999,-3.383949942,-3.05758879,-2.376068367,-1.890688629,-3.826811568,-2.623920381,-3.115535982,-2.460439625,,,,,,,,,,,,,,,
3.506,-7.289460818,-7.477777176,-14.04451003,-3.864395198,-1.721186537,-1.160786358,-1.886940186,-3.373375081,-3.06296916,-2.375127343,-1.885883745,-3.808616009,-2.630607581,-3.106778369,-2.45669863,,,,,,,,,,,,,,,
3.507,-7.300028823,-7.488493138,-14.03698101,-3.862608731,-1.720744495,-1.160726896,-1.894156121,-3.362876379,-3.068334463,-2.374181631,-1.881118361,-3.790557392,-2.637350362,-3.097983747,-2.453012221,,,,,,,,,,,,,,,
3.508,-7.310592089,-7.499203429,-14.02954865,-3.860818888,-1.72029656,-1.160664089,-1.901460358,-3.352453015,-3.07368463,-2.373231082,-1.876392169,-3.772634797,-2.644147687,-3.08915261,-2.449379796,,,,,,,,,,,,,,,
3.509,-7.321150779,-7.509908148,-14.02221385,-3.859025618,-1.719842713,-1.160597927,-1.908853455,-3.34210418,-3.079019598,-2.372275551,-1.871704865,-3.754847302,-2.650998508,-3.080285462,-2.445800768,,,,,,,,,,,,,,,
3.51,-7.331705056,-7.520607395,-14.01497749,-3.857228871,-1.719382936,-1.1605284,-1.916335974,-3.331829074,-3.0843393,-2.371314898,-1.867056147,-3.737193986,-2.657901771,-3.071382821,-2.442274557,,,,,,,,,,,,,,,
3.511,-7.34225509,-7.531301274,-14.00784042,-3.855428598,-1.718917213,-1.160455497,-1.923908485,-3.321626907,-3.089643676,-2.370348988,-1.862445717,-3.719673926,-2.664856411,-3.062445217,-2.438800594,,,,,,,,,,,,,,,
3.512,-7.352801054,-7.541989889,-14.00080345,-3.853624751,-1.718445527,-1.160379208,-1.931571559,-3.311496896,-3.094932661,-2.369377688,-1.857873279,-3.702286201,-2.671861354,-3.053473193,-2.435378322,,,,,,,,,,,,,,,
3.513,-7.363343124,-7.552673347,-13.99386736,-3.851817279,-1.717967861,-1.160299523,-1.939325777,-3.301438271,-3.100206196,-2.368400871,-1.853338539,-3.685029889,-2.678915518,-3.044467304,-2.432007191,,,,,,,,,,,,,,,
3.514,-7.373881479,-7.563351756,-13.98703291,-3.850006134,-1.7174842,-1.160216431,-1.947171724,-3.291450268,-3.105464221,-2.367418416,-1.848841209,-3.667904072,-2.686017811,-3.035428119,-2.428686661,,,,,,,,,,,,,,,
3.515,-7.384416305,-7.574025226,-13.98030082,-3.848191269,-1.716994529,-1.160129924,-1.955109992,-3.281532134,-3.110706676,-2.366430202,-1.844381,-3.650907829,-2.693167133,-3.026356218,-2.425416204,,,,,,,,,,,,,,,
3.516,-7.394947789,-7.584693871,-13.97367176,-3.846372636,-1.716498834,-1.160039991,-1.963141179,-3.271683123,-3.115933505,-2.365436115,-1.839957628,-3.634040247,-2.700362374,-3.017252197,-2.422195299,,,,,,,,,,,,,,,
3.517,-7.405476123,-7.595357804,-13.96714638,-3.844550186,-1.7159971,-1.159946623,-1.971265891,-3.2619025,-3.12114465,-2.364436046,-1.83557081,-3.617300408,-2.707602418,-3.008116663,-2.419023436,,,,,,,,,,,,,,,
3.518,-7.416001503,-7.606017141,-13.9607253,-3.842723874,-1.715489315,-1.159849811,-1.97948474,-3.252189537,-3.126340057,-2.363429888,-1.831220267,-3.600687404,-2.714886138,-2.998950237,-2.415900112,,,,,,,,,,,,,,,
3.519,-7.426524129,-7.616672002,-13.95440908,-3.840893651,-1.714975464,-1.159749544,-1.987798347,-3.242543516,-3.131519672,-2.36241754,-1.826905723,-3.584200323,-2.7222124,-2.989753555,-2.412824836,,,,,,,,,,,,,,,
3.52,-7.437044204,-7.627322505,-13.94819827,-3.839059473,-1.714455537,-1.159645815,-1.996207338,-3.232963725,-3.13668344,-2.361398903,-1.822626902,-3.567838261,-2.72958006,-2.980527264,-2.409797124,,,,,,,,,,,,,,,
3.521,-7.447561937,-7.637968773,-13.94209336,-3.837221292,-1.713929521,-1.159538614,-2.004712351,-3.223449461,-3.141831311,-2.360373885,-1.818383533,-3.551600315,-2.736987967,-2.971272029,-2.406816501,,,,,,,,,,,,,,,
3.522,-7.45807754,-7.64861093,-13.9360948,-3.835379062,-1.713397404,-1.159427932,-2.013314029,-3.214000032,-3.146963233,-2.359342396,-1.814175347,-3.535485585,-2.744434962,-2.961988525,-2.403882501,,,,,,,,,,,,,,,
3.523,-7.468591227,-7.659249103,-13.93020302,-3.833532739,-1.712859177,-1.159313761,-2.022013025,-3.20461475,-3.152079157,-2.358304351,-1.810002075,-3.519493178,-2.751919877,-2.952677443,-2.400994667,,,,,,,,,,,,,,,
3.524,-7.479103219,-7.669883419,-13.9244184,-3.831682278,-1.712314828,-1.159196092,-2.03081,-3.195292937,-3.157179033,-2.357259669,-1.805863454,-3.503622202,-2.759441537,-2.943339488,-2.398152549,,,,,,,,,,,,,,,
3.525,-7.489613741,-7.680514008,-13.91874125,-3.829827632,-1.711764348,-1.159074917,-2.039705625,-3.186033922,-3.162262815,-2.356208272,-1.801759221,-3.487871771,-2.766998757,-2.933975379,-2.395355708,,,,,,,,,,,,,,,
3.526,-7.50012302,-7.691141003,-13.91317188,-3.827968759,-1.711207728,-1.158950227,-2.048700578,-3.176837043,-3.167330457,-2.355150088,-1.797689115,-3.472241002,-2.774590347,-2.924585851,-2.39260371,,,,,,,,,,,,,,,
3.527,-7.510631288,-7.701764538,-13.90771053,-3.826105614,-1.710644959,-1.158822015,-2.057795549,-3.167701645,-3.172381911,-2.354085049,-1.793652878,-3.456729018,-2.782215108,-2.915171652,-2.389896131,,,,,,,,,,,,,,,
3.528,-7.521138781,-7.712384749,-13.90235739,-3.824238153,-1.710076032,-1.158690272,-2.066991236,-3.158627078,-3.177417136,-2.353013088,-1.789650256,-3.441334947,-2.789871833,-2.905733547,-2.387232554,,,,,,,,,,,,,,,
3.529,-7.531645741,-7.723001773,-13.89711261,-3.822366333,-1.70950094,-1.158554991,-2.076288348,-3.149612704,-3.182436087,-2.351934147,-1.785680993,-3.426057921,-2.797559308,-2.896272312,-2.384612571,,,,,,,,,,,,,,,
3.53,-7.542152411,-7.733615753,-13.89197631,-3.82049011,-1.708919676,-1.158416165,-2.085687603,-3.140657888,-3.187438723,-2.350848166,-1.78174484,-3.410897078,-2.805276312,-2.886788742,-2.382035781,,,,,,,,,,,,,,,
3.531,-7.552659042,-7.744226829,-13.88694853,-3.818609442,-1.708332233,-1.158273785,-2.095189729,-3.131762005,-3.192425002,-2.349755095,-1.777841545,-3.395851561,-2.813021616,-2.877283646,-2.379501791,,,,,,,,,,,,,,,
3.532,-7.563165884,-7.754835145,-13.88202928,-3.816724287,-1.707738606,-1.158127845,-2.104795466,-3.122924435,-3.197394885,-2.348654883,-1.773970861,-3.380920519,-2.820793986,-2.867757848,-2.377010215,,,,,,,,,,,,,,,
3.533,-7.573673196,-7.76544085,-13.87721852,-3.814834603,-1.707138787,-1.157978338,-2.114505564,-3.114144567,-3.202348335,-2.347547487,-1.770132544,-3.366103106,-2.828592178,-2.858212186,-2.374560674,,,,,,,,,,,,,,,
3.534,-7.58418124,-7.776044091,-13.87251614,-3.812940346,-1.706532772,-1.157825255,-2.124320783,-3.105421795,-3.207285312,-2.346432865,-1.76632635,-3.351398483,-2.836414943,-2.848647516,-2.372152797,,,,,,,,,,,,,,,
3.535,-7.59469028,-7.786645018,-13.86792199,-3.811041478,-1.705920556,-1.157668592,-2.134241894,-3.096755521,-3.212205781,-2.345310981,-1.762552038,-3.336805815,-2.844261026,-2.839064709,-2.36978622,,,,,,,,,,,,,,,
3.536,-7.605200586,-7.797243785,-13.86343586,-3.809137955,-1.705302136,-1.15750834,-2.144269681,-3.088145153,-3.217109706,-2.3441818,-1.758809367,-3.322324275,-2.852129163,-2.82946465,-2.367460586,,,,,,,,,,,,,,,
3.537,-7.615712433,-7.807840546,-13.85905749,-3.807229738,-1.704677507,-1.157344494,-2.154404937,-3.079590106,-3.221997054,-2.343045295,-1.7550981,-3.307953041,-2.860018087,-2.819848242,-2.365175544,,,,,,,,,,,,,,,
3.538,-7.626226099,-7.818435458,-13.85478656,-3.805316786,-1.704046666,-1.157177048,-2.164648469,-3.071089802,-3.226867791,-2.34190144,-1.751418001,-3.293691298,-2.867926522,-2.810216403,-2.362930751,,,,,,,,,,,,,,,
3.539,-7.636741867,-7.829028681,-13.85062269,-3.803399059,-1.70340961,-1.157005994,-2.175001094,-3.062643667,-3.231721886,-2.340750213,-1.747768837,-3.279538235,-2.875853187,-2.800570066,-2.360725871,,,,,,,,,,,,,,,
3.54,-7.647260023,-7.839620375,-13.84656544,-3.801476517,-1.702766338,-1.156831328,-2.185463642,-3.054251137,-3.236559308,-2.339591596,-1.744150375,-3.265493051,-2.883796796,-2.790910183,-2.358560574,,,,,,,,,,,,,,,
3.541,-7.657780859,-7.850210704,-13.84261431,-3.799549121,-1.702116847,-1.156653042,-2.196036954,-3.045911651,-3.241380027,-2.338425577,-1.740562385,-3.251554949,-2.891756055,-2.781237719,-2.356434535,,,,,,,,,,,,,,,
3.542,-7.668304669,-7.860799833,-13.83876874,-3.797616832,-1.701461137,-1.156471133,-2.206721884,-3.037624656,-3.246184014,-2.337252145,-1.737004638,-3.237723139,-2.899729667,-2.771553656,-2.354347437,,,,,,,,,,,,,,,
3.543,-7.678831754,-7.871387931,-13.83502811,-3.795679611,-1.700799205,-1.156285594,-2.217519298,-3.029389605,-3.250971243,-2.336071293,-1.733476907,-3.223996837,-2.907716328,-2.761858995,-2.352298969,,,,,,,,,,,,,,,
3.544,-7.689362418,-7.881975166,-13.83139172,-3.79373742,-1.700131053,-1.156096419,-2.228430075,-3.021205956,-3.255741687,-2.33488302,-1.729978968,-3.210375267,-2.915714728,-2.75215475,-2.350288827,,,,,,,,,,,,,,,
3.545,-7.699896969,-7.892561712,-13.82785882,-3.79179022,-1.69945668,-1.155903605,-2.239455106,-3.013073174,-3.260495322,-2.333687327,-1.726510595,-3.196857659,-2.923723555,-2.742441952,-2.348316711,,,,,,,,,,,,,,,
3.546,-7.71043572,-7.903147741,-13.82442859,-3.789837974,-1.698776087,-1.155707145,-2.250595297,-3.004990729,-3.265232122,-2.332484219,-1.723071568,-3.18344325,-2.931741489,-2.732721651,-2.346382328,,,,,,,,,,,,,,,
3.547,-7.720978987,-7.913733431,-13.82110014,-3.787880645,-1.698089275,-1.155507035,-2.261851564,-2.996958097,-3.269952065,-2.331273705,-1.719661666,-3.170131282,-2.939767207,-2.722994911,-2.344485392,,,,,,,,,,,,,,,
3.548,-7.731527092,-7.924318961,-13.81787251,-3.785918195,-1.697396245,-1.15530327,-2.273224838,-2.98897476,-3.27465513,-2.330055798,-1.716280671,-3.156921007,-2.947799381,-2.713262814,-2.342625621,,,,,,,,,,,,,,,
3.549,-7.74208036,-7.93490451,-13.81474467,-3.783950588,-1.696697,-1.155095847,-2.284716063,-2.981040206,-3.279341295,-2.328830513,-1.712928365,-3.143811682,-2.955836679,-2.703526457,-2.340802738,,,,,,,,,,,,,,,
3.55,-7.752639122,-7.945490262,-13.81171552,-3.781977787,-1.695991542,-1.15488476,-2.296326197,-2.973153927,-3.284010542,-2.327597871,-1.709604532,-3.130802569,-2.963877764,-2.693786957,-2.339016474,,,,,,,,,,,,,,,
3.551,-7.763203711,-7.956076403,-13.80878389,-3.779999757,-1.695279875,-1.154670006,-2.30805621,-2.965315421,-3.288662852,-2.326357895,-1.706308959,-3.11789294,-2.971921296,-2.684045443,-2.337266564,,,,,,,,,,,,,,,
3.552,-7.773774466,-7.966663119,-13.80594853,-3.778016461,-1.694562,-1.15445158,-2.319907089,-2.957524194,-3.293298208,-2.325110613,-1.703041433,-3.105082073,-2.97996593,-2.674303065,-2.335552749,,,,,,,,,,,,,,,
3.553,-7.78435173,-7.977250601,-13.80320812,-3.776027864,-1.693837923,-1.15422948,-2.331879831,-2.949779754,-3.297916593,-2.323856055,-1.699801743,-3.092369252,-2.988010319,-2.664560989,-2.333874774,,,,,,,,,,,,,,,
3.554,-7.794935849,-7.987839041,-13.80056126,-3.774033931,-1.693107648,-1.1540037,-2.34397545,-2.942081615,-3.302517993,-2.322594256,-1.69658968,-3.079753769,-2.996053113,-2.654820394,-2.332232389,,,,,,,,,,,,,,,
3.555,-7.805527176,-7.998428632,-13.79800648,-3.772034628,-1.692371179,-1.153774239,-2.356194973,-2.934429297,-3.307102394,-2.321325255,-1.693405035,-3.067234921,-3.004092957,-2.645082481,-2.330625351,,,,,,,,,,,,,,,
3.556,-7.816126065,-8.009019572,-13.79554222,-3.77002992,-1.691628522,-1.153541092,-2.368539441,-2.926822325,-3.311669784,-2.320049092,-1.690247601,-3.054812015,-3.012128494,-2.635348465,-2.329053421,,,,,,,,,,,,,,,
3.557,-7.826732878,-8.019612059,-13.79316686,-3.768019772,-1.690879683,-1.153304258,-2.38100991,-2.919260229,-3.31622015,-2.318765813,-1.687117173,-3.042484361,-3.020158365,-2.625619577,-2.327516365,,,,,,,,,,,,,,,
3.558,-7.837347977,-8.030206294,-13.79087867,-3.766004152,-1.690124667,-1.153063732,-2.393607452,-2.911742543,-3.320753483,-2.317475467,-1.684013548,-3.030251279,-3.028181207,-2.615897066,-2.326013952,,,,,,,,,,,,,,,
3.559,-7.847971732,-8.040802481,-13.78867588,-3.763983026,-1.689363481,-1.152819512,-2.406333151,-2.904268808,-3.325269773,-2.316178106,-1.680936523,-3.018112095,-3.036195657,-2.606182198,-2.324545958,,,,,,,,,,,,,,,
3.56,-7.858604515,-8.051400826,-13.78655661,-3.76195636,-1.688596132,-1.152571597,-2.419188108,-2.896838569,-3.329769012,-2.314873786,-1.677885896,-3.006066141,-3.044200347,-2.596476255,-2.323112162,,,,,,,,,,,,,,,
3.561,-7.869246703,-8.062001536,-13.7845189,-3.759924123,-1.687822628,-1.152319982,-2.432173439,-2.889451374,-3.334251193,-2.313562566,-1.674861469,-2.994112757,-3.05219391,-2.586780535,-2.321712349,,,,,,,,,,,,,,,
3.562,-7.879898678,-8.072604823,-13.78256071,-3.757886281,-1.687042976,-1.152064667,-2.445290274,-2.882106779,-3.338716311,-2.312244509,-1.671863041,-2.982251289,-3.060174976,-2.577096354,-2.320346307,,,,,,,,,,,,,,,
3.563,-7.890560825,-8.083210898,-13.78067992,-3.755842802,-1.686257185,-1.15180565,-2.458539758,-2.874804342,-3.343164361,-2.310919682,-1.668890418,-2.970481091,-3.068142174,-2.567425042,-2.319013829,,,,,,,,,,,,,,,
